"{-2.3400099185437666, 2.6097375497620656}",-0.830754,"{0.0129497945840618746`6., -0.0141811909469890634`6., -0.0675717642199247268`6.}",3.5051927903499562,-0.00493475
"{-2.214043904199665, 2.735703564106167}",-0.889462,"{0.0111728581083183873`6., -0.0137788388726390237`6., -0.0615997671229250907`6.}",3.5193840938986587,-0.00410922
"{-2.096593587528379, 2.853153880777453}",-0.943137,"{0.0092442945797152972`6., -0.0127413419782714662`6., -0.0525545096438896128`6.}",3.540648491259837,-0.00300978
"{-1.987204592105421, 2.962542876200411}",-0.992086,"{0.0073770620698211965`6., -0.0112915277819255418`6., -0.0422879345744521738`6.}",3.567301835310642,-0.00197019
"{-1.8853251838681149, 3.0644222844377174}",-1.036312,"{0.0056946963267272835`6., -0.0096201308821077293`6., -0.0321677437935559566`6.}",3.597934822406573,-0.00115974
"{-1.7902716760790134, 3.159475792226819}",-1.075528,"{0.0042685506658598839`6., -0.0079021750663706226`6., -0.0231347334786112696`6.}",3.631440479456884,-0.000615881
"{-1.7012331252498716, 3.2485143430559607}",-1.109407,"{0.0031048662764615577`6., -0.006244947086602538`6., -0.0155822770352354549`6.}",3.667020532187916,-0.000291447
"{-1.6178470520834876, 3.3319004162223447}",-1.140731,"{0.0021866307223914939`6., -0.0047670135334366014`6., -0.0096929921412609462`6.}",3.7039154239207277,-0.00012146
"{-1.539451415417596, 3.4102960528882362}",-1.168015,"{0.0014864666386378295`6., -0.0034887437094818952`6., -0.0052454220690060369`6.}",3.7416613728097206,-0.0000418954
"{-1.4655133995395557, 3.4842340687662765}",-1.192121,"{0.0009676004657119336`6., -0.0024319044010375384`6., -0.002232129468274606`6.}",3.779896370296623,-0.0000118328
"{-1.3957457809242977, 3.5540016873815343}",-1.214465,"{0.0005958492229408489`6., -0.0016007992715037715`6., -0.0003687873891636407`6.}",3.8182501592848483,-3.0536e-6
"{-1.329272223903901, 3.620475244401931}",-1.231983,"{0.0003403325589417873`6., -0.0009657512525804493`6., 0.0005843402130630342`6.}",3.856786958151778,-1.38996e-6
"{-1.2656560703196382, 3.684091397986194}",-1.247092,"{0.00017353536358215962993762561922040613`6., -0.0005172351847711516`6., 0.0008680876191673764`6.}",3.8954351126739124,-1.05122e-6
