"{-3.4773329746406456, 0.9317485623690746}",-0.271098,"{0.0157130457578345279`6., -0.004367287040134009`6., -0.0418098336578485412`6.}",3.6,-0.00201404
"{-3.284760934824963, 0.877749391210815}",-0.276351,"{0.0361924941862085656`6., -0.0102644779404297487`6., -0.1713473673268912592`6.}",3.400014469487317,-0.0307752
"{-3.092546278244593, 0.8224924129609656}",-0.284247,"{0.0565235796671223575`6., -0.0165138451032698329`6., -0.4188169455234192331`6.}",3.200052539016014,-0.178875
"{-2.9008140745469686, 0.7655845852907495}",-0.292047,"{0.0734886642403065979`6., -0.0220938554318060717`6., -0.7643572948716729143`6.}",3.000140338771604,-0.590131
"{-2.709590532048762, 0.7069924360899994}",-0.301998,"{0.0852114059101988635`6., -0.0265456770286977367`6., -1.1861036320228564859`6.}",2.8003069753255203,-1.41481
"{-2.519145753436602, 0.6459194228014041}",-0.317959,"{0.0927744965423035554`6., -0.0305345180726110759`6., -1.6632134112182276611`6.}",2.6006359275780535,-2.77582
"{-2.3296888449016637, 0.5818498339810025}",-0.33626,"{0.0949399830799342775`6., -0.0331847475179640728`6., -2.1692501070918766915`6.}",2.4012495379204073,-4.71576
"{-2.1413636035267127, 0.5145250692207228}",-0.353159,"{0.0931125677007440845`6., -0.0343224400097490161`6., -2.6802003891702282057`6.}",2.202311088235606,-7.19332
"{-1.9545234688558044, 0.44319105915341195}",-0.380548,"{0.084273566097216314`6., -0.0337135146973785961`6., -3.1656192836421382812`6.}",2.0041407897704318,-10.0294
"{-1.770060173441363, 0.36593843628183087}",-0.422342,"{0.068514001107207993`6., -0.0307890960499314597`6., -3.5919120785484139535`6.}",1.8074910668525197,-12.9075
"{-1.5902178232738493, 0.2785547668513569}",-0.507873,"{0.0446762796245959583`6., -0.0248654515115680084`6., -3.9237633201984059043`6.}",1.614430389825908,-15.3985
"{-1.4285091677352646, 0.16229883459814212}",-0.833448,"{0.0130402281283442752`6., -0.014357717761538391`6., -4.1101558562844513627`6.}",1.4376993267076443,-16.8938
"{-1.3613690423985436, -0.004720694251898534}",3.043922,"{-0.0041047807185363584`6., 0.0004021953590303645`6., -4.1517441761006680243`6.}",1.361377227132637,-17.237
"{-1.3614340967187502, -3.1020896726465528*^-9}",-3.14159072413,"{-0.0040882345060019106`6., -7.88810222576794700666269477551`6.*^-9, -4.1517719674861960301`6.}",1.3614340967187502,-17.2372
"{-1.3614340967187502, -1.179752033906086*^-9}",-3.14159075633,"{-0.0040882345060019232`6., -7.75646170382560118383707958856`6.*^-9, -4.1517719674861956456`6.}",1.3614340967187502,-17.2372
"{-1.3614340967187502, -1.179751369825959*^-9}",-3.14159075633,"{-0.0040882345060019097`6., -7.75646167742527828381504662048`6.*^-9, -4.1517719674861958247`6.}",1.3614340967187502,-17.2372
"{-1.3614340967187502, -1.1797513663337435*^-9}",-3.14159075633,"{-0.0040882345060019095`6., -7.75646167747948839243932184218`6.*^-9, -4.1517719674861958318`6.}",1.3614340967187502,-17.2372
