""
"{1.03, 0.}",3.1415926488026775,"{-1., 4.787115715283871*^-9}",1.03,-0.2012808189190842
"{1.026824853745122, 0.08081286859968029}",3.111346120408006,"{-0.9995426084873277, 0.03024192153863279}",1.03,-0.204507759109162
"{1.0173189908129918, 0.1611274989914378}",3.0822864232752716,"{-0.9982419009166584, 0.0592714708295345}",1.03,-0.20615638404394093
"{1.001541018009607, 0.24044872477158255}",3.055748127716067,"{-0.996317620896598, 0.08573912928729141}",1.03,-0.2092389956297733
"{0.9795882117840081, 0.3182875042061959}",3.0321357475153534,"{-0.9940155712979342, 0.10923847315502729}",1.03,-0.2127233509899548
"{0.9515959184866254, 0.3941639353360425}",3.012548290225442,"{-0.9916853240642092, 0.12868651069814763}",1.03,-0.2173066812468921
"{0.917736719914019, 0.4676102147317332}",2.9973587451328236,"{-0.9896163099213605, 0.14373433527737792}",1.03,-0.22246956941571894
"{0.8782193692847151, 0.5381735216574273}",2.9867889813250867,"{-0.9880418208280689, 0.15418612225085074}",1.03,-0.22840977196541334
"{0.8332875042061959, 0.6054188098612473}",2.9804428851417706,"{-0.9870434518277137, 0.1604531838388752}",1.03,-0.23434032414197914
"{0.7832181445680318, 0.6689314897800892}",2.979240657618209,"{-0.9868498373282846, 0.16163971840218674}",1.03,-0.24040425893694295
"{0.7283199846221439, 0.7283199846221439}",2.9868863978235223,"{-0.9880568364119364, 0.15408986994489887}",1.0299999999999998,-0.2566235704950122
"{0.6689314897800892, 0.7832181445680318}",2.9922101555516973,"{-0.9888631677566758, 0.14882753594087508}",1.03,-0.2635561576660007
"{0.6054188098612473, 0.8332875042061959}",2.995449295107016,"{-0.9893400524882434, 0.14562369499006594}",1.03,-0.25811712637640927
"{0.5381735216574273, 0.8782193692847151}",3.0073864387539797,"{-0.9910078548045347, 0.13380370591173588}",1.03,-0.2628053099195291
"{0.4676102147317332, 0.917736719914019}",3.0221596603330325,"{-0.9928763538866906, 0.11914925888427123}",1.03,-0.26837050333874596
"{0.3941639353360425, 0.9515959184866254}",3.038896036325882,"{-0.9947313353835302, 0.10251619582338584}",1.03,-0.2725938177213376
"{0.3182875042061959, 0.9795882117840081}",3.057425980766332,"{-0.9964600760769018, 0.08406733482640613}",1.03,-0.27628309566588716
"{0.24044872477158255, 1.001541018009607}",3.0772503758515355,"{-0.9979307496745894, 0.06429789151995556}",1.03,-0.2791590358345116
"{0.1611274989914378, 1.0173189908129918}",3.0980968001588187,"{-0.9990542044929591, 0.04348213983856737}",1.03,-0.2809995267860818
"{0.08081286859968029, 1.026824853745122}",3.1196766636555817,"{-0.9997598543048765, 0.021914235562577686}",1.03,-0.28230376218609343
"{0., 1.03}",3.1415926234679863,"{-0.9999999999999996, 3.012180694906427*^-8}",1.03,-0.28264741435685165
"{-0.08081286859968029, 1.026824853745122}",3.163508643518252,"{-0.9997598543050026, -0.021914235556826096}",1.03,-0.28230376218609343
"{-0.1611274989914378, 1.0173189908129918}",3.185088500959522,"{-0.999054204756515, -0.04348213378305409}",1.03,-0.2809995267860818
"{-0.24044872477158255, 1.001541018009607}",3.205934930923468,"{-0.9979307497006032, -0.0642978911162099}",1.03,-0.2791590358345116
"{-0.3182875042061959, 0.9795882117840081}",3.225759326498277,"{-0.9964600760697542, -0.08406733491112757}",1.03,-0.2762830956658872
"{-0.3941639353360425, 0.9515959184866254}",3.244289249014501,"{-0.994731337622402, -0.10251617409924611}",1.03,-0.27259381772133756
"{-0.4676102147317332, 0.917736719914019}",3.2610256467945398,"{-0.9928763538928881, -0.11914925883262757}",1.03,-0.268370503338746
"{-0.5381735216574273, 0.8782193692847151}",3.2757988682836032,"{-0.9910078548235353, -0.13380370577100925}",1.03,-0.26280530991952905
"{-0.6054188098612473, 0.8332875042061959}",3.287736011164177,"{-0.989340052620527, -0.1456236940913558}",1.03,-0.2581171263764092
"{-0.6689314897800892, 0.7832181445680318}",3.290975139317189,"{-0.9888631695888469, -0.14882752376727704}",1.03,-0.2635561576660007
"{-0.7283199846221439, 0.7283199846221439}",3.2962988884678364,"{-0.9880568396306005, -0.15408984930614256}",1.0299999999999998,-0.25662357049501217
"{-0.7832181445680318, 0.6689314897800892}",3.303944649447662,"{-0.9868498373466655, -0.16163971828996665}",1.03,-0.24040425893694295
"{-0.8332875042061959, 0.6054188098612473}",3.3027424217846653,"{-0.9870434518683325, -0.16045318358900454}",1.03,-0.23434032414197908
"{-0.8782193692847151, 0.5381735216574273}",3.2963963274095796,"{-0.9880418205882971, -0.15418612378733465}",1.03,-0.22840977196541337
"{-0.917736719914019, 0.4676102147317332}",3.285826561327008,"{-0.989616310024814, -0.14373433456509693}",1.03,-0.22246956941571894
"{-0.9515959184866254, 0.3941639353360425}",3.2706370189589857,"{-0.9916853238062131, -0.12868651268631942}",1.03,-0.21730668124689212
"{-0.9795882117840081, 0.3182875042061959}",3.251049559664233,"{-0.9940155712979342, -0.10923847315502704}",1.03,-0.21272335098995482
"{-1.001541018009607, 0.24044872477158255}",3.227437179259077,"{-0.9963176209141267, -0.08573912908360175}",1.03,-0.20923899562977324
"{-1.0173189908129918, 0.1611274989914378}",3.2008988690547935,"{-0.9982419017968113, -0.05927145600612001}",1.03,-0.20615638404394093
"{-1.026824853745122, 0.08081286859968029}",3.1718391875207237,"{-0.9995426084646721, -0.030241922287433307}",1.03,-0.2045077591091619
