"{-2.545584412271571, -2.545584412271571}",0.820237,"{0.0081658671468516149`6., 0.0087556397536237073`6., -0.0306239223877184103`6.}",3.6,-0.00108117
"{-2.4105115933592858, -2.398091906585456}",0.839269,"{0.0184667767665714016`6., 0.0205718444863595409`6., -0.1255070783054777433`6.}",3.40020748398538,-0.0165162
"{-2.2789035750000526, -2.247503381144455}",0.86047,"{0.0281334781250350846`6., 0.032709661779712651`6., -0.3078292976530517682`6.}",3.200730065532515,-0.0966203
"{-2.151799673569472, -2.093096972896155}",0.899993,"{0.035372617727905455`6., 0.0445744465113588154`6., -0.5637421214919846102`6.}",3.001882205070801,-0.321043
"{-2.0302038137106866, -1.934320089979417}",0.93819,"{0.0400048505730835574`6., 0.0545683976308104051`6., -0.8803905128056796531`6.}",2.8041615031419633,-0.779666
"{-1.9150792761679478, -1.770791926360421}",0.979953,"{0.0422620723406845164`6., 0.063004557055604046`6., -1.2450599052076684061`6.}",2.608300726617083,-1.55593
"{-1.806973254686856, -1.6025467226392132}",1.023864,"{0.0423089660832844193`6., 0.069485122018708292`6., -1.6453577996145869263`6.}",2.4152242838699873,-2.71382
"{-1.7083193209873477, -1.4286077994046094}",1.072644,"{0.0401051212035078476`6., 0.0737354219553510811`6., -2.0654770073612107757`6.}",2.2269430048787404,-4.27324
"{-1.6166599495902712, -1.250871329101295}",1.123199,"{0.0361698089695302825`6., 0.0753388362103346002`6., -2.4930260189345301743`6.}",2.0440813277795136,-6.22216
"{-1.534435305239898, -1.0685888661950083}",1.178228,"{0.0303673217964725036`6., 0.0733403494703237881`6., -2.9108048925652935085`6.}",1.8698593184843058,-8.47909
"{-1.4635952681191058, -0.88159645473205}",1.245993,"{0.022614326658406494`6., 0.067158896144458954`6., -3.2953153271776847284`6.}",1.7086027677189208,-10.8641
"{-1.4074515729305686, -0.6897132821391577}",1.33818,"{0.0133595590841891178`6., 0.0563922124063059526`6., -3.6258856356988247989`6.}",1.5673622241536578,-13.1504
"{-1.3722064065174115, -0.4929751795910467}",1.468101,"{0.0042900976972934659`6., 0.0416279547103983333`6., -3.894028079649260749`6.}",1.4580723403796714,-15.1652
"{-1.365319401737237, -0.29328283075916367}",1.5913231,"{-0.0005133485787592966`6., 0.0250051998328011794`6., -4.0552247651634952901`6.}",1.3964640659817333,-16.4455
"{-1.373645429745293, -0.09346699996824138}",1.649124,"{-0.000630096079646821`6., 0.0080279372962359974`6., -4.142160839264007357`6.}",1.3768216466714902,-17.1576
"{-1.3527765333133344, -1.3727229513259454*^-9}",-3.1415926394703,"{-0.0063934826238169596`6., -9.027291056600689200806186818`6.*^-11, -4.1511155582935260667`6.}",1.3527765333133344,-17.2318
"{-1.3527765333133344, -1.3126748783553844*^-9}",-3.1415926400879,"{-0.0063934826238169603`6., -8.632403884593908838240849946`6.*^-11, -4.1511155582935261983`6.}",1.3527765333133344,-17.2318
