"{-0.3137606738915694, 3.586300913130284}",-1.855398,"{-0.0004440071956071954`6., -0.0015177476384996286`6., -0.0037745773551622329`6.}",3.6,-0.0000167481
"{-0.399015638461706, 3.351374600681036}",-1.942027,"{-0.0020304297041785789`6., -0.0052158585279264759`6., -0.0239952810640052531`6.}",3.375044472866539,-0.000607101
"{-0.4953042208504558, 3.1206632983562574}",-1.967775,"{-0.0046253890295454998`6., -0.0110328866139083079`6., -0.0780661595844913561`6.}",3.1597255724034063,-0.00623744
"{-0.5963417808512614, 2.8919993451404444}",-1.98379,"{-0.008184368130454221`6., -0.0186774591448685259`6., -0.1790768013223180245`6.}",2.952843330060302,-0.0324843
"{-0.6972084606897002, 2.6632534492085984}",-1.977605,"{-0.0120329839719797126`6., -0.0279289891130952284`6., -0.3386893021535621647`6.}",2.7530017385353753,-0.115635
"{-0.7950527429600378, 2.433200631798972}",-1.961218,"{-0.015803986186494919`6., -0.0384012741965748307`6., -0.5650874401067064945`6.}",2.5597996364315696,-0.321048
"{-0.8871462229217942, 2.200791584734268}",-1.931745,"{-0.0186799878391426939`6., -0.0494851982125327098`6., -0.8637789141543882139`6.}",2.372869996498244,-0.748912
"{-0.9721860412249708, 1.9657093906586032}",-1.89916,"{-0.0204692623881878607`6., -0.0600803925092572694`6., -1.2332534177478592187`6.}",2.1929795045271394,-1.52494
"{-1.0486254770775432, 1.727697050971137}",-1.862659,"{-0.0208078336631778594`6., -0.0692573480191645576`6., -1.6672279472815360839`6.}",2.021027582966266,-2.78488
"{-1.116152662184729, 1.4870047912962763}",-1.825049,"{-0.019544272366341775`6., -0.0752060196949879873`6., -2.1412133505046731799`6.}",1.8592955694671411,-4.59083
"{-1.1746807015324363, 1.243965985171129}",-1.791345,"{-0.0170433416593283937`6., -0.0760198674124134751`6., -2.6527732990426835758`6.}",1.7109430507224705,-7.04328
"{-1.2259406579206586, 0.999284798511792}",-1.764255,"{-0.0139076752351402127`6., -0.070990420753377`6., -3.1165193634789099331`6.}",1.5816132919521415,-9.71793
"{-1.2721707781775449, 0.7535977843987994}",-1.755788,"{-0.0109690955691543722`6., -0.0586172134226955303`6., -3.5374190692341779502`6.}",1.4786237214043467,-12.5169
"{-1.31704075914006, 0.507659226174671}",-1.749747,"{-0.0075445992618327152`6., -0.04170924923847734`6., -3.8785197784602128499`6.}",1.411493624199731,-15.0447
"{-1.3575756060924917, 0.2609917143668737}",-1.70141,"{-0.0029138179497485953`6., -0.0221816159340896523`6., -4.0764187888588031255`6.}",1.3824356047301285,-16.6177
"{-1.358319659544124, 0.013316377067349757}",-2.914944,"{-0.0049070114364951564`6., -0.0011316084877597742`6., -4.1513976972743309978`6.}",1.3583849319696772,-17.2341
"{-1.362320077121514, -1.166159889403924*^-9}",-3.14159064987,"{-0.0038546292616241687`6., -7.72358496343300560127431708679`6.*^-9, -4.1518107295645477268`6.}",1.362320077121514,-17.2375
"{-1.352320077121514, -1.3196830597216803*^-9}",-3.1415926403034,"{-0.006516137474229993`6., -8.65758058776408545575975495`6.*^-11, -4.1510668795722094762`6.}",1.352320077121514,-17.2314
"{-1.362320077121514, -1.1661485078431881*^-9}",-3.14159064987,"{-0.0038546292616241817`6., -7.72358416128602828787386158638`6.*^-9, -4.1518107295645478535`6.}",1.362320077121514,-17.2375
"{-1.352320077121514, -1.3196830597148821*^-9}",-3.1415926403034,"{-0.006516137474229993`6., -8.65758058776408545575975495`6.*^-11, -4.1510668795722094762`6.}",1.352320077121514,-17.2314
