"{-3.6, 4.4087284769304716*^-16}",6.2131e-7,"{0.0168902902020569612`6., 1.049414458333756787845009941636`6.*^-8, -0.0432566250661249113`6.}",3.6,-0.00215642
"{-3.4000000000000044, -4.148496684907622*^-9}",1.29941e-8,"{0.0391860064515618413`6., 5.0918536954099730129641443455`6.*^-10, -0.1771934496062193218`6.}",3.4000000000000044,-0.0329331
"{-3.2000000000000086, -1.6514494141001707*^-8}",1.43628e-7,"{0.0614286215280442123`6., 8.82284907391632532392557341674`6.*^-9, -0.4335204091571272185`6.}",3.2000000000000086,-0.191713
"{-3.000000000000013, -1.9426511545308514*^-8}",3.84167e-8,"{0.0787047006969849782`6., 3.02357736786142139440158871366`6.*^-9, -0.7908004065143355555`6.}",3.000000000000013,-0.63156
"{-2.800000000000017, -2.231255850966858*^-8}",-6.5729e-8,"{0.0922238632374370566`6., -6.06179124658465934283313458764`6.*^-9, -1.224418035852827776`6.}",2.800000000000017,-1.5077
"{-2.6000000000000214, -2.3221265183496045*^-8}",3.85625e-8,"{0.1007811162438810569`6., 3.88637463936926039198560545174`6.*^-9, -1.7154543420876746944`6.}",2.600000000000022,-2.95294
"{-2.4000000000000257, -2.540516502661238*^-8}",3.82559e-8,"{0.1040104784639715038`6., 3.97901854987028208432420228746`6.*^-9, -2.2393722931955321862`6.}",2.4000000000000257,-5.02561
"{-2.20000000000003, -2.7482524269111323*^-8}",3.56692e-8,"{0.101382138868356287`6., 3.61621811130734965855637597087`6.*^-9, -2.7603524077524753183`6.}",2.20000000000003,-7.62982
"{-2.000000000000034, -3.2759277519546427*^-8}",3.23004e-8,"{0.0915726831981411528`6., 2.95783095076180418958600171209`6.*^-9, -3.2556181035021193269`6.}",2.000000000000034,-10.6074
"{-1.800000000000034, -3.1197853138610776*^-8}",1.36265e-8,"{0.0742958405818610107`6., 1.0123928481566707437977470363`6.*^-9, -3.6546221132864931841`6.}",1.8000000000000342,-13.3618
"{-1.6000000000000338, -2.7560363838264168*^-8}",-2.43727e-8,"{0.0466581894307328128`6., -1.13718480991434681137697282338`6.*^-9, -4.0001270537618521626`6.}",1.600000000000034,-16.0032
"{-1.4000000000000337, -1.699780761978464*^-8}",-2.21983e-7,"{0.0057357994173564235`6., -1.27324986188073752124694237864`6.*^-9, -4.1485295355638309241`6.}",1.4000000000000337,-17.2103
"{-1.3600000000000347, -1.2023524539678643*^-9}",-3.14159090537,"{-0.0044673932803763619`6., -7.80999653268504498426771931463`6.*^-9, -4.1516980974250218244`6.}",1.3600000000000347,-17.2366
"{-1.3600000000000347, -1.2017697088070033*^-9}",-3.14159090538,"{-0.004467393280376354`6., -7.8099568722985249213941472135`6.*^-9, -4.151698097425021886`6.}",1.3600000000000347,-17.2366
"{-1.3600000000000347, -1.2017697095509504*^-9}",-3.14159090538,"{-0.004467393280376354`6., -7.8099568720816844868970463267`6.*^-9, -4.1516980974250218867`6.}",1.3600000000000347,-17.2366
"{-1.3600000000000347, -1.2017697058126654*^-9}",-3.14159090538,"{-0.0044673932803763541`6., -7.8099568718648440523999454399`6.*^-9, -4.1516980974250218854`6.}",1.3600000000000347,-17.2366
"{-1.3600000000000347, -1.2017697082422036*^-9}",-3.14159090538,"{-0.004467393280376354`6., -7.8099568721901047041455967701`6.*^-9, -4.151698097425021886`6.}",1.3600000000000347,-17.2366
