"{-3.1176914536239795, 1.7999999999999998}",-0.624194,"{0.0105084675429066465`6., -0.0075688293575633861`6., -0.0374437354541851093`6.}",3.6,-0.00156975
"{-2.947173413119438, 1.6954875294301648}",-0.555014,"{0.0286936291581567397`6., -0.0177907729916226246`6., -0.1535122854326910969`6.}",3.4000748652715402,-0.0247059
"{-2.7787328257696777, 1.5876840735433373}",-0.570776,"{0.0446162256283330926`6., -0.028646457090972251`6., -0.3766539434401920584`6.}",3.2003276136035046,-0.144679
"{-2.611788244032301, 1.4775525758381571}",-0.590594,"{0.0571166224470347246`6., -0.0382919077556931964`6., -0.6874843964233179499`6.}",3.000766476424199,-0.477363
"{-2.44681804844558, 1.3644919173333176}",-0.614379,"{0.0660268269304439623`6., -0.046579087798658028`6., -1.0683597729502735364`6.}",2.801563269795453,-1.14792
"{-2.284782009149243, 1.2472656410217746}",-0.63973,"{0.0715458543889817492`6., -0.0532389677747328498`6., -1.5023714501635732457`6.}",2.6030559749274524,-2.26507
"{-2.126127054957834, 1.1255049864682765}",-0.670702,"{0.0732417210971979328`6., -0.0581098154525213712`6., -1.9656266366877390832`6.}",2.40565536359401,-3.87243
"{-1.9716063532096018, 0.9985458664057846}",-0.707995,"{0.0708850210973160529`6., -0.0606809684430326171`6., -2.4419517614559124115`6.}",2.210051008310112,-5.97184
"{-1.8224489241386101, 0.8653338989376627}",-0.755407,"{0.0642314805034014411`6., -0.0604898632317714732`6., -2.9045722046365957811`6.}",2.017454544158216,-8.44432
"{-1.680605550220785, 0.7243775342557955}",-0.817386,"{0.0530884171381628359`6., -0.0565982607349261125`6., -3.3306797460099667827`6.}",1.8300704433347406,-11.0994
"{-1.5503315682010363, 0.5727273105281057}",-0.916764,"{0.0371265184204757205`6., -0.0484309590196377465`6., -3.65857850790874528`6.}",1.652738498246302,-13.3889
"{-1.4416547972606804, 0.40516030723625285}",-1.106405,"{0.0176919503830089947`6., -0.0353182372729486328`6., -3.9411650484757644014`6.}",1.4975057358903532,-15.5343
"{-1.3820694314704534, 0.21544477852332342}",-1.43568,"{0.0025295766291756563`6., -0.0186073953969481972`6., -4.0779577015047579064`6.}",1.3987610110372772,-16.6301
"{-1.3593582299761633, 0.017483306405631616}",-2.830766,"{-0.0046282036377581511`6., -0.0014867610858138127`6., -4.1505199200479996666`6.}",1.3594706555887115,-17.2268
"{-1.3531639016882102, 4.8807930801393714*^-11}",3.14159138372,"{-0.0062894858218863863`6., 7.98684141284193571674876466204`6.*^-9, -4.1511557576290997016`6.}",1.3531639016882102,-17.2321
"{-1.35316390168821, -1.3067274029279386*^-9}",-3.14159137054,"{-0.0062894858218864602`6., -8.06973224007356826348313916242`6.*^-9, -4.1511557576291003294`6.}",1.35316390168821,-17.2321
"{-1.35316390168821, -1.3067274544609053*^-9}",-3.14159137054,"{-0.0062894858218864633`6., -8.06973223898936609099763472841`6.*^-9, -4.1511557576291002798`6.}",1.35316390168821,-17.2321
